SlaT-3180-n9	perdo	v#v-w533_MPf4_MP	perdo-02	v#01564144	
SlaT-3181-n1	iubeo	v#v-w563_MPf3_MP	iubeo-02/iubeo-04	v#00746718/v#00747135	
SlaT-3181-n4	confirmo	v#v-w206_MPf7_MP	confirmo-14	v#01766407	
SlaT-3181-n5	voco	v#v-w23_MPf7_MP	uoco-07	v#00792471	
SlaT-3181-n15	paro	v#v-w572_MPf3_MP	paro-02	v#00406963	
SlaT-3181-n17	proficiscor	v#v-w645_MPf11_MP	proficiscor-03	v#01835496	
SlaT-3181-n19	concito	v#v-w866_MPf4_MP	concito2-05	v#00851239	
SlaT-3182-n1	venio	v#v-w34_MPf16_MP	uenio-07	v#02005948	
SlaT-3183-n1	profugio	v#v-w1344_MPf2_MP	profugio-02	v#02075049	
SlaT-3183-n3	egredior	v#v-w728_MPf2_MP	egredior-01	v#00528990	
SlaT-3183-n7	cognosco	v#v-w118_MPf24_MP	cognosco-06	v#00598954	
SlaT-3183-n8	indicium	v#v-w315_MPf4_MP			
SlaT-3184-n4	perduco	v#v-w182_MPf13_MP	perduco-08	v#01999798	
SlaT-3184-n6	sum	v#v-w2_MPf100_MP	have-role-91		
SlaT-3184-n8	teneo	v#v-w172_MPf6_MP	teneo-11	v#01216670	
SlaT-3184-n11	iubeo	v#v-w563_MPf10_MP	iubeo-02/iubeo-04	v#00746718/v#00747135	
SlaT-3184-n13	venio	v#v-w34_MPf6_MP	uenio-07	v#02005948	
SlaT-3185-n4	advoco	v#v-w1345_MPf1_MP	aduoco-05	v#00793037	
SlaT-3185-n6	introduco	v#v-w103_MPf4_MP	introduco-07	v#02078591	
SlaT-3185-n13	iubeo	v#v-w563_MPf11_MP	iubeo-02/iubeo-04	v#00746718/v#00747135	
SlaT-3185-n16	affero	v#v-w226_MPf9_MP	affero-07	v#02077656	
SlaT-3185-n19	accipio	v#v-w217_MPf29_MP	accipio-14	v#02210119	
SlaT-3186-n3	interrogo	v#v-w742_MPf2_MP	interrogo-05	v#00788184	
SlaT-3186-n8	habeo	v#v-w73_MPf66_MP	have-91		
SlaT-3186-n12	causa	v#v-w258_MPf7_MP			
SlaT-3186-n14	consilium	v#v-w316_MPf1_MP			
SlaT-3186-n15	fingo	v#v-w240_MPf7_MP	fingo-06	v#00834259	
SlaT-3186-n18	dissimulo	v#v-w932_MPf5_MP	dissimulo-06	v#02146790	
SlaT-3186-n19	conjuratio	v#v-w1094_MPf4_MP	coniuratio-05	n#05908882	
SlaT-3187-n3	iubeo	v#v-w563_MPf12_MP	iubeo-02/iubeo-04	v#00746718/v#00747135	
SlaT-3187-n4	dico	v#v-w9_MPf84_MP	dico2-08/dico2-18	v#00941990/v#01009240	
SlaT-3187-n7	aperio	v#v-w699_MPf6_MP	aperio-03	v#00933821	
SlaT-3187-n8	gero	v#v-w570_MPf9_MP	gero-15	v#02445509	
SlaT-3187-n10	doceo	v#v-w165_MPf18_MP	doceo-05	v#00952524	
SlaT-3187-n12	scio	v#v-w90_MPf14_MP	scio-04	v#00594621	
SlaT-3187-n15	ascisco	v#v-w1346_MPf1_MP	ascisco-14	v#02470175	
3187a9	scio	v#v-w90_MPf15_MP	scio-04	v#00594621	
SlaT-3187-n27	soleo	v#v-w573_MPf5_MP	soleo-02	v#02370131	
SlaT-3187-n29	sum	v#v-w2_MPf102_MP	abstract		
SlaT-3187-n42	conjuratio	v#v-w1094_MPf4_MP	coniuratio-05	n#05908882	
SlaT-3188-n3	fateor	v#v-w672_MPf2_MP	fateor-04	v#00819508	
SlaT-3188-n5	coarguo	v#v-w1347_MPf1_MP	coarguo-02/coarguo-03	v#00667424/v#00667747	
SlaT-3188-n7	dissimulo	v#v-w932_MPf3_MP	dissimulo-06	v#02146790	
3188a3	soleo	v#v-w573_MPf6_MP	soleo-02	v#02370131	
SlaT-3188-n10	habeo	v#v-w73_MPf20_MP	habeo-NEW-24	v#00989602	deliver (a speech, oration, or idea)
3189a1	coarguo	v#v-w1347_MPf1_MP			
SlaT-3189-n1	portendo	v#v-w1348_MPf1_MP	portendo-03	v#00974173	
3190a1	coarguo	v#v-w1347_MPf1_MP			
3190a5	sum	v#v-w2_MPf96_MP	have-identity-91		
SlaT-3190-n6	sum	v#v-w2_MPf119_MP	have-identity-91		
SlaT-3190-n8	sum	v#v-w2_MPf106_MP	belong-91		
SlaT-3190-n11	potior	v#v-w1051_MPf2_MP	potior-02	v#02204692	
3191a1	coarguo	v#v-w1347_MPf1_MP			
SlaT-3191-n1	sum	v#v-w2_MPf100_MP	have-identity-91		
SlaT-3191-n3	incendo	v#v-w762_MPf4_MP	incendo-06	v#02761372	
SlaT-3191-n8	respondeo	v#v-w342_MPf13_MP	respondeo-NEW-11	v#00926702	predict or reveal through, or as if through, divine inspiration
SlaT-3191-n12	sum	v#v-w2_MPf99_MP	have-mod-91		
SlaT-3192-n1	decerno	v#v-w635_MPf6_MP	decerno-05	v#00715868	
SlaT-3192-n3	perlego	v#v-w1349_MPf1_MP	perlego-01	v#00626428	
SlaT-3192-n5	cognosco	v#v-w118_MPf24_MP	cognosco-09	v#01059123	
SlaT-3192-n11	habeo	v#v-w73_MPf67_MP	habeo-NEW-25	TBD	hold or keep a person or thing in any condition or quality; [WN] cause to continue in a certain state, position, or activity
SlaT-3192-n12	abdico^abdicare	v#v-w1350_MPf1_MP	abdico-05	v#02367032	
SlaT-3192-n19	liber^solutus	v#v-w1135_MPf4_MP			
3193a1	trado	v#v-w148_MPf11_MP	trado-NEW-12	v#02230772	place into the hands or custody of
SlaT-3193-n8	sum	v#v-w2_MPf100_MP	have-role-91		
3193a2	trado	v#v-w148_MPf11_MP	trado-NEW-12	v#02230772	place into the hands or custody of
3193a3	trado	v#v-w148_MPf11_MP	trado-NEW-12	v#02230772	place into the hands or custody of
3193a4	trado	v#v-w148_MPf11_MP	trado-NEW-12	v#02230772	place into the hands or custody of
SlaT-3193-n24	trado	v#v-w148_MPf11_MP	trado-NEW-12	v#02230772	place into the hands or custody of
SlaT-3193-n26	retraho	v#v-w1331_MPf1_MP	retraho-NEW-09	v#01215137	take into custody
SlaT-3194-n4	faveo	v#v-w887_MPf5_MP	faueo-09	v#01772172	
SlaT-3194-n7	cupidus	v#v-w1278_MPf2_MP	cupio-03/cupio-05	v#01825237/v#01828405	
SlaT-3194-n12	patefacio	v#v-w246_MPf4_MP	patefacio-02	v#00933821	
SlaT-3194-n13	conjuratio	v#v-w1094_MPf4_MP	coniuratio-05	n#05908882	
SlaT-3194-n16	exsecror	v#v-w1351_MPf1_MP	exsecror-05	v#01774136	
SlaT-3194-n17	consilium	v#v-w316_MPf7_MP			
SlaT-3194-n19	tollo	v#v-w336_MPf7_MP	tollo-NEW-21	v#00860620	praise, glorify, or honor
SlaT-3194-n14	muto	v#v-w244_MPf6_MP	muto-04	v#00126264	
SlaT-3195-n1	agito	v#v-w631_MPf4_MP	agito-NEW-16	v#00943837	give expression to
3195a1	agito	v#v-w631_MPf4_MP	agito-NEW-16	v#00943837	give expression to
SlaT-3195-n2	eripio	v#v-w588_MPf6_MP	eripio-10	v#02551144	
SlaT-3196-n2	puto	v#v-w145_MPf7_MP	puto-09	v#00689344	
SlaT-3196-n5	sum	v#v-w2_MPf227_MP	doppio dativo?		
3196a2	sum	v#v-w2_MPf227_MP	doppio dativo?		
3196a4	sum	v#v-w2_MPf104_MP	have-mod-91		
SlaT-3196-n20	sum	v#v-w2_MPf102_MP	have-place-91		
SlaT-3196-n26	usus	v#v-w62_MPf8_MP			
SlaT-3196-n28	cultus	v#v-w958_MPf4_MP			
SlaT-3197-n1	adduco	v#v-w679_MPf7_MP	adduco-16	v#01999798	
SlaT-3197-n8	ajo	v#v-w555_MPf2_MP	aio-NEW-16	v#01016002	report or mantain
SlaT-3197-n9	retraho	v#v-w1331_MPf1_MP	retraho-NEW-09	v#01215137	take into custody
SlaT-3197-n11	proficiscor	v#v-w645_MPf14_MP	proficiscor-04	v#01848718	
SlaT-3198-n1	doceo	v#v-w165_MPf28_MP	doceo-05	v#00952524	
SlaT-3198-n3	dico	v#v-w9_MPf42_MP	dico2-08/dico2-18	v#00941990/v#01009240	
SlaT-3198-n4	indico	v#v-w1282_MPf1_MP	indico-03	v#00933821	
SlaT-3198-n6	conjuratio	v#v-w1094_MPf4_MP	coniuratio-05	n#05908882	
SlaT-3198-n7	do	v#v-w72_MPf29_MP	do-04	v#00806049	
SlaT-3198-n10	iubeo	v#v-w563_MPf13_MP	iubeo-02/iubeo-04	v#00746718/v#00747135	
SlaT-3198-n12	edico	v#v-w1352_MPf1_MP	edico-02	v#00965871	
SlaT-3198-n13	scio	v#v-w90_MPf14_MP	scio-04	v#00594621	
3198a9	edico	v#v-w1352_MPf2_MP	edico-02	v#00965871	
SlaT-3198-n21	paro	v#v-w572_MPf4_MP	paro-01	v#00406243	
3199a10	doceo	v#v-w165_MPf29_MP	doceo-05	v#00952524	
SlaT-3199-n1	mitto	v#v-w228_MPf38_MP	mitto-18	v#01955127	
SlaT-3199-n7	nuntio	v#v-w682_MPf7_MP	nuntio-05	v#00873682	
SlaT-3199-n11	terreo	v#v-w668_MPf3_MP	terreo-01	v#01779165	
SlaT-3199-n18	conjuratio	v#v-w1094_MPf4_MP	coniuratio-05	n#05908882	
SlaT-3199-n19	deprehendo	v#v-w797_MPf3_MP	deprehendo-03	v#00725748	
SlaT-3199-n20	propero	v#v-w651_MPf11_MP	propero-NEW-06	v#00459296	urge to an unnatural speed
SlaT-3199-n23	accedo	v#v-w75_MPf6_MP	accedo-04/accedo-08	v#01843497/v#02053941	
SlaT-3199-n26	reficio	v#v-w1353_MPf1_MP	reficio-03	v#00028362	
SlaT-3199-n29	eripio	v#v-w588_MPf6_MP	eripio-10	v#02551144	
SlaT-3200-n3	nomino	v#v-w22_MPf10_MP	nomino-12	v#01024190	
SlaT-3200-n12	potentia	v#v-w313_MPf2_MP			
SlaT-3200-n16	reor	v#v-w662_MPf2_MP	reor-05	v#00689344	
SlaT-3200-n18	incredibilis	v#v-w1077_MPf1_MP	credo-03	v#00684068	
SlaT-3200-n20	existimo	v#v-w591_MPf7_MP	existimo-04	v#00689950 	
SlaT-3200-n23	video	v#v-w16_MPf65_MP	uideo-10	v#02133435	
SlaT-3200-n29	lenio	v#v-w1254_MPf2_MP	lenio-10	v#01815185	
3200a10	video	v#v-w16_MPf65_MP	uideo-10	v#02133435	
SlaT-3200-n31	exagito	v#v-w1200_MPf2_MP	exagito-11	v#01762528 	
SlaT-3200-n34	obnoxius	v#v-w1205_MPf2_MP	obligo-04	v#00885217	
SlaT-3200-n38	conclamo	v#v-w1354_MPf2_MP	conclamo-03	v#00912048	
SlaT-3200-n39	sum	v#v-w2_MPf104_MP	have-mod-91		
SlaT-3200-n42	postulo	v#v-w768_MPf15_MP	postulo-02	v#00754942	
SlaT-3200-n45	refero	v#v-w566_MPf14_MP	refero-04	v#00670261	
SlaT-3201-n1	decerno	v#v-w635_MPf11_MP	decerno-05	v#00715868	
SlaT-3201-n3	consulo	v#v-w630_MPf8_MP	consulo-08	v#00877559	
SlaT-3201-n8	video	v#v-w16_MPf62_MP	uideo-10	v#02133435	
SlaT-3201-n9	indicium	v#v-w315_MPf5_MP			
SlaT-3201-n13	retineo	v#v-w248_MPf7_MP	retineo-04	v#02495038	
SlaT-3201-n16	facio	v#v-w76_MPf18_MP	facio-25	v#01752884	
SlaT-3201-n19	potestas	v#v-w1087_MPf2_MP			
SlaT-3201-n20	indico	v#v-w1282_MPf2_MP	indico-03	v#00933821	
SlaT-3201-n22	mentior	v#v-w1355_MPf1_MP	mentior-06	v#01634424	
SlaT-3201-n23	consilium	v#v-w316_MPf4_MP	consulo-08	v#00877559	
SlaT-3202-n1	sum	v#v-w2_MPf113_MP	exist-91		
SlaT-3202-n4	existimo	v#v-w591_MPf8_MP	existimo-03	v#00689344	
SlaT-3202-n6	machinor	v#v-w1100_MPf4_MP	machinor-02	v#00708128	
SlaT-3202-n7	indicium	v#v-w315_MPf4_MP			
SlaT-3202-n12	tego	v#v-w613_MPf4_MP	tego-03/tego-04	v#01128193/v#01129337	
SlaT-3202-n14	appello	v#v-w607_MPf6_MP	appello-06	v#00843468	
SlaT-3202-n19	potentia	v#v-w313_MPf6_MP			
SlaT-3203-n1	ajo	v#v-w555_MPf2_MP	aio-NEW-16	v#01016002	report or mantain
SlaT-3203-n3	immitto	v#v-w243_MPf5_MP	immitto-NEW-17	v#00851239	provoke or stir up
SlaT-3203-n6	conturbo	v#v-w1321_MPf2_MP	conturbo-01	v#00276601	
SlaT-3203-n8	suscipio	v#v-w763_MPf2_MP	suscipio-16	v#02381726	
SlaT-3204-n1	audio	v#v-w216_MPf6_MP	audio-10	v#02169702	
SlaT-3204-n4	praedico^praedicare	v#v-w775_MPf6_MP	praedico-10	v#00977336	
SlaT-3204-n5	impono	v#v-w369_MPf9_MP	impono-04	v#00748282	
SlaT-3205-n2	impello	v#v-w671_MPf4_MP	impello-08/impello-11	v#01650425/v#02506546	
SlaT-3205-n24	nomino	v#v-w22_MPf16_MP	nomino-12	v#01024190	
SlaT-3206-n1	exerceo	v#v-w251_MPf7_MP	exerceo-NEW-30	v#02108026	go through (mental or physical states or experiences)
SlaT-3207-n2	oppugno	v#v-w1356_MPf1_MP	oppugno2-01	v#00862683	
SlaT-3207-n5	repeto	v#v-w639_MPf4_MP	repeto-14	v#02275365	
SlaT-3207-n7	supplicium	v#v-w1159_MPf4_MP			
SlaT-3207-n11	incendo	v#v-w762_MPf4_MP	incendo-04/incendo-05	v#01761706/v#02116118	
SlaT-3207-n13	petitio	v#v-w1246_MPf3_MP	peto-NEW-19	v#01825237	to be a candidate for office
SlaT-3207-n15	odium	v#v-w1317_MPf2_MP			
SlaT-3207-n16	discedo	v#v-w641_MPf12_MP	discedo-05	v#02008396	
SlaT-3207-n20	utor	v#v-w28_MPf8_MP	utor-11	v#02568672	
SlaT-3207-n23	vinco	v#v-w143_MPf5_MP	uinco-05	v#01108148	
SlaT-3208-n2	video	v#v-w16_MPf50_MP	uideo-10	v#02133435	
3208a2	debeo	v#v-w83_MPf5_MP	debeo-02	v#02253956	
SlaT-3208-n10	debeo	v#v-w83_MPf5_MP	debeo-02	v#02253956	
SlaT-3209-n2	conflo	v#v-w1198_MPf3_MP	conflo-04	v#00851239	
SlaT-3209-n4	impello	v#v-w671_MPf10_MP	impello-08/impello-11	v#01650425/v#02506546	
SlaT-3209-n10	circumeo	v#v-w924_MPf2_MP	circumeo-NEW-08	v#01842888	move around; move from place to place
SlaT-3209-n12	ementior	v#v-w1357_MPf1_MP	ementior-05	v#01634424	
SlaT-3209-n13	dico	v#v-w9_MPf47_MP	dico2-21	v#01016002	
SlaT-3209-n14	audio	v#v-w216_MPf9_MP	audio-10	v#02169702	
SlaT-3209-n23	minitor	v#v-w1358_MPf1_MP	minitor-02	v#00871405	
SlaT-3209-n29	sum	v#v-w2_MPf244_MP	have-place-91		
SlaT-3209-n31	causa	v#v-w258_MPf7_MP			
SlaT-3209-n36	impello	v#v-w671_MPf6_MP	impello-08/impello-11	v#01650425/v#02506546	
SlaT-3209-n42	sum	v#v-w2_MPf104_MP	have-mod-91		
SlaT-3209-n43	studium	v#v-w59_MPf10_MP			
SlaT-3209-n49	egredior	v#v-w728_MPf3_MP	egredior-01	v#00528990	
SlaT-3210-n3	ago	v#v-w250_MPf20_MP	ago-17	v#02367363	
SlaT-3210-n6	decerno	v#v-w635_MPf12_MP	decerno-02	v#00697589	
SlaT-3210-n13	comprobo	v#v-w1359_MPf1_MP	comprobo-05	v#01015244	
SlaT-3210-n14	indicium	v#v-w315_MPf4_MP			
SlaT-3210-n22	sollicito	v#v-w1031_MPf5_MP	sollicito-03/sollicito-06	v#00770437/v#01230710	
SlaT-3210-n24	diversus	v#v-w323_MPf1_MP			
SlaT-3210-n29	eripio	v#v-w588_MPf12_MP	eripio-10	v#02551144	
SlaT-3210-n31	exquiro	v#v-w1190_MPf2_MP	exquiro-10	v#02153709	
3210a4	soleo	v#v-w573_MPf6_MP	soleo-02	v#02370131	
SlaT-3210-n35	vexo	v#v-w851_MPf5_MP	uexo-08	v#01418536	
SlaT-3211-n2	oro	v#v-w677_MPf5_MP	oro-02	v#00759657	
SlaT-3211-n4	nuntius	v#v-w1393_MPf2_MP	nuntio-07	v#00928630	
SlaT-3211-n10	lego	v#v-w233_MPf2_MP	lego2-04	v#00674607	
SlaT-3211-n11	exercito	v#v-w230_MPf3_MP	exercito-NEW-06	v#00603298	create by training and teaching
SlaT-3211-n16	irrumpo	v#v-w1360_MPf1_MP	irrumpo-06	v#02019716	
SlaT-3211-n17	facio	v#v-w76_MPf18_MP	facio-NEW-45	v#01656788	create by putting components or members together
SlaT-3212-n1	refero	v#v-w566_MPf15_MP	refero-04	v#00670261	
SlaT-3212-n3	cognosco	v#v-w118_MPf37_MP	cognosco-10	v#02154508	
SlaT-3212-n4	paro	v#v-w572_MPf4_MP	paro-07	v#01638368	
SlaT-3212-n6	dispono	v#v-w15_MPf4_MP	dispono-04	v#01378556	
SlaT-3212-n8	moneo	v#v-w661_MPf2_MP	moneo-08	v#00875141	
SlaT-3212-n12	convoco	v#v-w1096_MPf3_MP	conuoco-03/conuoco-04/conuoco-05	v#00793037/v#01380638/v#02598143	
SlaT-3212-n14	placeo	v#v-w585_MPf6_MP	placeo-04	v#01183573	
SlaT-3212-n15	fio	v#v-w565_MPf7_MP	fio-02	v#00339934	
SlaT-3212-n18	trado	v#v-w148_MPf12_MP	trado-NEW-12	v#02230772	place into the hands or custody of
SlaT-3213-n2	iudico	v#v-w456_MPf7_MP	iudico-11	v#00906735	
SlaT-3213-n7	facio	v#v-w76_MPf43_MP	facio-23	v#01712704	
SlaT-3214-n1	decerno	v#v-w635_MPf13_MP	decerno-10	v#00965871	
SlaT-3214-n7	rogo	v#v-w625_MPf3_MP	rogo-07	v#00897746	
SlaT-3214-n10	designo	v#v-w55_MPf8_MP	designo-08	v#02391803	
SlaT-3214-n16	teneo	v#v-w172_MPf5_MP	teneo-13	v#01302019	
SlaT-3214-n33	deprehendo	v#v-w797_MPf3_MP	deprehendo-03	v#00725748	
SlaT-3214-n34	sumo	v#v-w14_MPf21_MP	sumo-21	v#02590072	
SlaT-3214-n35	supplicium	v#v-w1159_MPf3_MP			
SlaT-3215-n2	dico	v#v-w9_MPf42_MP	dico2-08/dico2-18	v#00941990/v#01009240	
SlaT-3215-n5	permoveo	v#v-w1279_MPf1_MP	permoeuo-04	v#01764171	
SlaT-3215-n10	eo	v#v-w470_MPf6_MP	eo-09	v#01835496	
SlaT-3215-n17	censeo	v#v-w6_MPf5_MP	censeo-15	v#01009821	
SlaT-3215-n18	addo	v#v-w443_MPf22_MP	addo-02	v#00182406	
SlaT-3215-n20	refero	v#v-w566_MPf16_MP	refero-04	v#00670261	
SlaT-3216-n2	loquor	v#v-w84_MPf12_MP	loquor-01	v#00941990	
SlaT-3216-n4	venio	v#v-w34_MPf16_MP	uenio-07	v#02005948	
SlaT-3216-n6	rogo	v#v-w625_MPf4_MP	rogo-07	v#00897746	
SlaT-3217-n4	sum	v#v-w2_MPf104_MP	have-mod-91		
SlaT-3217-n7	consulto	v#v-w1154_MPf5_MP	consulto-02	v#00812580	
SlaT-3217-n3	conscribo	v#v-w859_MPf5_MP	conscribo-07	v#02471327	
SlaT-3217-n11	vacuus	v#v-w1201_MPf1_MP			
SlaT-3217-n13	odium	v#v-w1317_MPf2_MP			
SlaT-3218-n2	provideo	v#v-w170_MPf7_MP	prouideo-04	v#02129289	
SlaT-3218-n7	officio	v#v-w1272_MPf2_MP	officio-03	v#02451370	
SlaT-3218-n9	pareo	v#v-w714_MPf5_MP	pareo-07	v#02542795	
SlaT-3218-n15	libido	v#v-w1112_MPf5_MP			
SlaT-3218-n16	usus	v#v-w62_MPf8_MP			
SlaT-3219-n1	valeo	v#v-w622_MPf5_MP	ualeo-07	v#02536557	
SlaT-3219-n2	intendo	v#v-w29_MPf6_MP	intendo-11	v#02054989	
SlaT-3220-n2	possideo	v#v-w812_MPf6_MP	possideo-06	v#02647311	
SlaT-3220-n3	libido	v#v-w1112_MPf5_MP			
SlaT-3220-n4	dominor	v#v-w1113_MPf7_MP	dominor-05	v#02646931	
SlaT-3220-n6	valeo	v#v-w622_MPf4_MP	ualeo-07	v#02536557	
SlaT-3221-n1	sum	v#v-w2_MPf115_MP	belong-91		
SlaT-3221-n17	conscribo	v#v-w859_MPf5_MP	conscribo-07	v#02471327	
SlaT-3221-n5	memoro	v#v-w694_MPf7_MP	memoro-05	v#01024190	
SlaT-3221-n6	consulo	v#v-w630_MPf9_MP	consulo-02	v#00697589	
SlaT-3221-n11	impello	v#v-w671_MPf7_MP	impello-08/impello-11	v#01650425/v#02506546	
SlaT-3222-n2	dico	v#v-w9_MPf38_MP	dico2-18	v#01009240	
SlaT-3222-n4	facio	v#v-w76_MPf23_MP	facio-23	v#01712704	
SlaT-3222-n8	libido	v#v-w1112_MPf8_MP			
SlaT-3223-n1	sum	v#v-w2_MPf151_MP	have-mod-91		
SlaT-3223-n4	gero	v#v-w570_MPf5_MP	gero-15	v#02445509	
SlaT-3223-n13	cresco	v#v-w648_MPf4_MP	cresco-08	v#00555084	
SlaT-3223-n20	adverto	v#v-w247_MPf4_MP			
SlaT-3224-n2	dimitto	v#v-w649_MPf9_MP	dimitto-13	v#02421374	
SlaT-3224-n3	consulo	v#v-w630_MPf10_MP	consulo-02	v#00697589	
SlaT-3224-n4	conficio	v#v-w20_MPf3_MP	conficio-02	v#00484166	
SlaT-3224-n9	dico	v#v-w9_MPf42_MP	dico2-21	v#01016002	
SlaT-3224-n11	incipio	v#v-w121_MPf24_MP	incipio-06	v#01864230	
3224a6	incipio	v#v-w121_MPf24_MP	incipio-06	v#01864230	
3224a9	causa	v#v-w258_MPf7_MP			
SlaT-3224-n14	causa	v#v-w258_MPf7_MP			
SlaT-3225-n1	facio	v#v-w76_MPf13_MP	facio-23	v#01712704	
SlaT-3225-n6	facio	v#v-w76_MPf21_MP	facio-23	v#01712704	
SlaT-3226-n1	quaero	v#v-w482_MPf13_MP	quaero-01	v#00705227	
SlaT-3226-n3	fio	v#v-w565_MPf7_MP	fio-02	v#00339934	
SlaT-3226-n7	sum	v#v-w2_MPf99_MP	have-mod-91		
SlaT-3226-n9	dignus	v#v-w1361_MPf1_MP			
SlaT-3227-n21	provideo	v#v-w170_MPf8_MP	prouideo-01	v#00406963	
SlaT-3227-n24	conscribo	v#v-w859_MPf5_MP	conscribo-07	v#02471327	
SlaT-3227-n4	valeo	v#v-w622_MPf4_MP	ualeo-07	v#02536557	
3227a3	valeo	v#v-w622_MPf5_MP	ualeo-07	v#02536557	
SlaT-3227-n15	consulo	v#v-w630_MPf5_MP	consulo-01	v#00616670	
3227a5	consulo	v#v-w630_MPf5_MP	consulo-01	v#00616670	
SlaT-3228-n1	approbo	v#v-w1362_MPf1_MP	approbo-06	v#00882395	
SlaT-3228-n3	reperio	v#v-w142_MPf10_MP	reperio-05	v#01632411	
SlaT-3228-n5	dignus	v#v-w1361_MPf4_MP			
SlaT-3228-n6	facio	v#v-w76_MPf45_MP	facio-23	v#01712704	
SlaT-3228-n8	consilium	v#v-w316_MPf1_MP			
SlaT-3229-n1	censeo	v#v-w6_MPf5_MP	censeo-15	v#01009821	
SlaT-3229-n2	exsupero	v#v-w1363_MPf1_MP	exsupero-03	v#01105639	
SlaT-3229-n7	utor	v#v-w28_MPf9_MP	utor-03	v#01158872	
SlaT-3229-n9	sum	v#v-w2_MPf111_MP			
SlaT-3229-n11	comparo	v#v-w558_MPf16_MP	comparo2-14	v#02427103	
SlaT-3230-n1	miseror	v#v-w1285_MPf2_MP	miseror-02	v#01822248	
SlaT-3230-n5	dico	v#v-w9_MPf45_MP	dico2-08/dico2-18	v#00941990/v#01009240	
SlaT-3231-n1	enumero	v#v-w1364_MPf1_MP	enumero-03	v#00946105	
SlaT-3231-n3	sum	v#v-w2_MPf100_MP	have-mod-91		
SlaT-3231-n7	accido^cado	v#v-w120_MPf9_MP	accido-01	v#00339934	
SlaT-3231-n9	vinco	v#v-w143_MPf3_MP	uinco-05	v#01108148	
3232a1	enumero	v#v-w1364_MPf3_MP	enumero-03	v#00946105	
SlaT-3232-n1	rapio	v#v-w590_MPf4_MP	rapio-03	v#01213614	
3233a1	enumero	v#v-w1364_MPf3_MP	enumero-03	v#00946105	
SlaT-3233-n1	divello	v#v-w1365_MPf1_MP	diuello-01	v#00178898	
3234a1	enumero	v#v-w1364_MPf3_MP	enumero-03	v#00946105	
SlaT-3234-n1	patior	v#v-w450_MPf8_MP	patior-02/patior-11	v#00121046/v#02109190	
SlaT-3234-n4	collibet	v#v-w1366_MPf1_MP	collibet-NEW-01	v#01815628	give pleasure to or be pleasing to
SlaT-3234-n6	victor	v#v-w1172_MPf1_MP	uinco-05	v#01108148	
3235a1	enumero	v#v-w1364_MPf3_MP	enumero-03	v#00946105	
SlaT-3235-n1	spolio	v#v-w1181_MPf2_MP	spolio-06	v#02344568	
3236a1	enumero	v#v-w1364_MPf3_MP	enumero-03	v#00946105	
SlaT-3236-n1	fio	v#v-w565_MPf14_MP	fio-02	v#00339934	
3237a1	enumero	v#v-w1364_MPf3_MP	enumero-03	v#00946105	
SlaT-3237-n1	compleo	v#v-w398_MPf5_MP	compleo-03	v#00452512	
SlaT-3238-n2	pertineo	v#v-w17_MPf20_MP	pertineo-03	v#01150559 	
3239a1	pertineo	v#v-w17_MPf19_MP	pertineo-03	v#01150559 	
SlaT-3239-n2	facio	v#v-w76_MPf27_MP	facio-05	v#00120675	
SlaT-3239-n4	infestus	v#v-w1367_MPf1_MP			
SlaT-3239-n5	conjuratio	v#v-w1094_MPf4_MP	coniuratio-05	n#05908882	
SlaT-3240-n1	accendo	v#v-w754_MPf4_MP	accendo-06	v#01761120	
SlaT-3240-n4	permoveo	v#v-w1279_MPf3_MP	permoeuo-06	v#01770501	
SlaT-3241-n3	sum	v#v-w2_MPf47_MP	have-mod-91		
SlaT-3241-n6	video	v#v-w16_MPf36_MP	uideo-10	v#02133435	
SlaT-3241-n13	habeo	v#v-w73_MPf17_MP	habeo-07	v#00689950	
SlaT-3242-n2	sum	v#v-w2_MPf115_MP	have-mod-91		
SlaT-3242-n4	licentia	v#v-w1187_MPf2_MP			
SlaT-3242-n7	conscribo	v#v-w859_MPf5_MP	conscribo-07	v#02471327	
SlaT-3243-n2	delinquo	v#v-w1368_MPf1_MP	delinquo-05	v#02566528	
SlaT-3243-n5	scio	v#v-w90_MPf16_MP	scio-02	v#00591519	
SlaT-3243-n6	habeo	v#v-w73_MPf15_MP	habeo-NEW-26	v#02708420	pass time in a specific way
SlaT-3243-n8	demitto	v#v-w781_MPf2_MP	demitto-15	v#01973125	
SlaT-3243-n12	sum	v#v-w2_MPf104_MP	have-mod-91		
SlaT-3243-n17	par	v#v-w1067_MPf2_MP			
SlaT-3244-n1	nosco	v#v-w87_MPf23_MP	nosco-03	v#00594621	
SlaT-3244-n2	facio	v#v-w76_MPf45_MP	facio-23	v#01712704	
SlaT-3244-n4	ago	v#v-w250_MPf16_MP	ago-26	v#02708420	
SlaT-3244-n6	praeditus	v#v-w1369_MPf1_MP	have-mod-91		
SlaT-3245-n1	sum	v#v-w2_MPf102_MP	have-place-91		
SlaT-3245-n5	licentia	v#v-w1187_MPf2_MP			
SlaT-3246-n5	studeo	v#v-w1034_MPf4_MP	studeo-03	v#00692143	
SlaT-3246-n7	odi	v#v-w736_MPf3_MP	odi-01	v#01774136	
SlaT-3246-n9	irascor	v#v-w650_MPf2_MP	irascor-02	 v#01787106	
SlaT-3247-n1	appello	v#v-w607_MPf4_MP	appello-13	v#01026095	
